,0
0,-0.10997282267812147
1,0.3428366226651106
2,0.04111731607841074
3,0.15956924097861003
4,-0.08635676521615121
5,-0.3156915881877973
6,-0.2912259021437522
7,0.20848625495222173
8,0.1568068965127284
9,0.28448938398949164
10,-0.1116892140890593
11,0.29583869798153495
12,0.04226125770431821
13,-0.26896315210512123
14,-0.2970902757696826
15,0.06903930197750341
16,0.11634723437562577
17,0.07907819162596219
18,0.10144359147914028
19,-0.009432902940119114
20,0.16844321573832677
21,-0.007893809865572865
22,0.28433384277460527
23,0.22940809258266903
24,0.3531666874649185
25,-0.10279877572975127
26,0.028148104239802185
27,-0.0323039870591334
28,0.28427113858418995
29,-0.41342514234893346
30,0.1418747003451486
31,0.4338029952324336
32,0.05693577660387816
33,0.031179430294021038
34,-0.131366400207524
35,-0.009779967795386924
36,0.17358489414020428
37,0.44040708592681443
38,0.1128971106637835
39,0.34975239829957006
40,0.1835300990358073
41,0.163477872728771
42,-0.08114685458490722
43,0.34417736877483507
44,0.40085848618804976
45,0.1520207475359172
46,0.33866362622429913
47,0.3201054046184556
48,0.24100448109804384
49,0.21670273938235762
50,0.12807601129295554
51,0.15664196346569048
52,-0.32441505635234535
53,-0.07257863342005277
54,-0.21706141617453834
55,0.007989280614771666
56,0.3454529031261422
57,-0.2691056449778143
58,-0.19968449597007965
59,0.4090577868873838
60,0.052671304912043526
61,-0.0889672674052071
62,0.1751454367060019
63,0.06600841120243395
64,0.0662790468650386
65,-0.026373812607303315
66,-0.4078315280004463
67,0.03977711324971411
68,0.13074207163186868
69,-0.06599981168839386
70,0.10532753450307542
71,0.612619013748409
72,0.3611525480654164
73,-0.047851302310804034
74,0.18243899713244116
75,0.47119665844959047
76,0.3175485196064577
77,-0.025461997413563475
78,-0.021302019882815326
79,0.3429087168216207
80,-0.2384995432774314
81,0.27502817648120825
82,-0.015525760619556683
83,0.3514392712691059
84,-0.15129343581680765
85,0.06248291782498416
86,0.19793648022767374
87,0.08455389726496954
88,-0.15492865281098456
89,-0.011634101769691152
90,0.36141049482950094
91,0.17532822707370288
92,0.03816346407942628
93,0.1617500103205891
94,-0.023322330240457045
95,0.31213517968761995
96,0.07299029964531178
97,-0.02251551986446998
98,0.13889169145140334
99,-0.14667175504252106
100,0.11729917152593394
101,0.16349846654381806
102,0.22557106350230782
103,0.15145345167554247
104,0.14901097753375558
105,0.20048585398593277
106,0.2673847961188821
107,-0.06951475735007662
108,0.4348567216376581
109,0.2927437049745605
110,0.21124253943070403
111,0.1815798259009196
112,0.1473574769194651
113,0.08122685669051077
114,-0.1391742322698175
115,0.2117584206809705
116,0.04420591978860189
117,0.08020335628547037
118,0.13744157025140125
119,-0.0264497860541113
120,0.4506720570126707
121,-0.11528097910245583
122,-0.13330328697950777
123,0.0012311351095964929
124,0.09782099554279211
125,0.22089369066997122
126,0.2819096694899156
127,0.3127867402959631
128,-0.3380119205637604
129,0.1250095804293072
130,0.07114602560211125
131,-0.07594361637692415
132,0.370690039743901
133,-0.021732736610169612
134,0.07236842269786659
135,0.19439327528102135
